imdb_id,title,year,runtime_min,budget,revenue,avg_rating,num_votes,rating,dubious
tt0199681,"Samurai Wolf II",1967,72,NULL,NULL,6.9,679,NULL,NULL
tt0386669,"Battle of the Brave",2004,143,NULL,NULL,5.3,1453,NULL,NULL
tt1509743,"School Is Over",2010,83,NULL,NULL,5.4,117,NULL,NULL
tt0397692,Housewarming,2005,95,NULL,NULL,5.2,817,NULL,NULL
tt0102815,"Controlled Conversations",1991,93,NULL,NULL,7.1,1762,NULL,NULL
tt1558972,"Kings of Pastry",2009,87,NULL,NULL,6.9,1430,NULL,NULL
tt0097408,"Galimatias, czyli kogel-mogel II",1989,93,NULL,NULL,6.4,1448,NULL,NULL
tt0083900,"The Escape Artist",1982,94,NULL,143369,6.1,953,NULL,NULL
tt0210167,"La maladie de Sachs",1999,107,NULL,NULL,7.2,853,NULL,NULL
tt1458503,Respire,2010,87,NULL,NULL,4.3,729,NULL,NULL
tt1814797,Mirapakai,2011,160,NULL,NULL,6.3,1423,NULL,NULL
tt0092802,"Cross My Heart",1987,90,NULL,NULL,5.7,1503,NULL,NULL
tt1808691,"Ya Sonra",2011,105,NULL,NULL,5.2,2630,NULL,NULL
tt0219126,"The Learning Curve",1999,113,1000000,NULL,5.1,537,NULL,NULL
tt0095454,"The Kiss",1988,101,6000000,NULL,5.4,2172,NULL,NULL
tt0119842,Orphans,1998,101,NULL,49501,6.9,1933,NULL,NULL
tt1345772,"The Clinic",2010,94,NULL,NULL,5.3,6922,3,0
tt0119782,"Nico the Unicorn",1998,90,NULL,NULL,5.6,615,NULL,NULL
tt0136624,"The Sannikov Land",1973,95,NULL,NULL,6.8,750,NULL,NULL
tt0450440,"A Thousand Kisses",2006,110,NULL,NULL,6.6,1257,NULL,NULL
tt0135155,"Poor Sasha",1997,95,NULL,NULL,6.6,666,NULL,NULL
tt1592876,"Score: A Hockey Musical",2010,93,NULL,NULL,4.5,769,2,0
tt2210509,"Bewildered Bolbol",2010,110,NULL,3911200,6.4,3471,NULL,NULL
tt0164055,"Khochu v tyurmu",1999,94,NULL,NULL,6.2,540,NULL,NULL
tt0466043,Khottabych,2006,92,NULL,NULL,6.2,2420,NULL,NULL
tt0104962,"Na Deribasovskoy khoroshaya pogoda, ili Na Brayton-Bich opyat idut dozhdi",1993,91,NULL,NULL,6,2214,NULL,NULL
tt0070439,"Unbelievable Adventures of Italians in Russia",1974,104,NULL,NULL,7.5,6931,NULL,NULL
tt1139804,"Otriv po polnoy",2007,85,NULL,NULL,4.3,135,NULL,NULL
tt0240033,"Starye klyachi",2000,130,NULL,NULL,4.9,720,NULL,NULL
tt0104998,"Night Eyes II",1991,97,NULL,NULL,4.1,743,NULL,NULL
tt0107680,"Night Eyes Three",1993,97,NULL,NULL,4.2,677,NULL,NULL
tt0287393,"From Zero to Ten",2002,99,NULL,NULL,6,928,NULL,NULL
tt1667889,"Ice Age: Continental Drift",2012,88,95000000,877244782,6.5,243509,2,0
tt1782568,"Six Degrees of Celebration",2010,90,5800000,25030264,6.2,4092,NULL,NULL
tt0114651,"Foreign Land",1995,110,NULL,NULL,7.4,2717,NULL,NULL
tt1629439,51,2011,90,1000000,NULL,3.5,3493,NULL,NULL
tt0444890,Perth,2004,107,NULL,NULL,5.4,290,NULL,NULL
tt1060234,"8th Wonderland",2008,94,NULL,NULL,6.1,523,NULL,NULL
tt0361411,"Bride & Prejudice",2004,122,7000000,24700000,6.2,22667,3,0
tt1324055,"The Mill and the Cross",2011,92,NULL,1116180,6.9,4629,NULL,NULL
tt0118631,"The Apocalypse",1997,96,NULL,NULL,3.1,576,NULL,NULL
tt0109306,"Blue Sky",1994,101,NULL,NULL,6.4,8993,3,0
tt0027421,"Captain January",1936,77,NULL,NULL,7,1643,NULL,NULL
tt0137094,Mars,1997,91,4500000,NULL,3.8,602,NULL,NULL
tt0107505,Mandroid,1993,81,NULL,NULL,4.3,670,NULL,NULL
tt0110675,"No Contest",1994,98,NULL,NULL,4.7,1074,NULL,NULL
tt0046834,"Casanova's Big Night",1954,86,NULL,NULL,6.7,1218,NULL,NULL
tt0117188,"No Contest II",1996,86,NULL,NULL,4.4,440,NULL,NULL
tt0062793,"Charlie, the Lonesome Cougar",1967,75,NULL,NULL,6.7,1002,NULL,NULL
tt1176096,"Night and Day",2008,144,NULL,NULL,7.1,1440,NULL,NULL
tt0025351,"Kiss and Make-Up",1934,78,NULL,NULL,5.9,941,NULL,NULL
tt0063171,"The Snow Woman",1968,80,NULL,NULL,7.3,1349,NULL,NULL
tt1519461,"Area 51",2015,91,5000000,7556,4.3,16049,NULL,NULL
tt0060777,"The Ruthless Four",1968,96,NULL,NULL,6.4,968,NULL,NULL
tt1845842,"I Love Hong Kong",2011,104,NULL,NULL,5.9,331,NULL,NULL
tt1796603,"The Best Movie 3-DE",2011,105,6500000,9816332,2.8,1305,NULL,NULL
tt0270053,Vizontele,2001,110,NULL,NULL,8,41231,NULL,NULL
tt0087592,"The Last Horror Film",1982,87,NULL,NULL,5.6,2889,NULL,NULL
tt0335596,"Travelling Light",2003,88,NULL,NULL,5,187,NULL,NULL
tt0054965,"Harry and the Butler",1961,105,NULL,NULL,7.5,563,NULL,NULL
tt0056609,"Transport z ráje",1963,93,NULL,NULL,7.1,264,NULL,NULL
tt0092694,"A Boy from Calabria",1987,108,NULL,NULL,6.9,399,NULL,NULL
tt0164519,"Da grande",1987,94,NULL,NULL,6.4,1236,NULL,NULL
tt0401408,"Chemical Hunger",2003,97,NULL,NULL,6.4,524,NULL,NULL
tt0087088,"Così parlò Bellavista",1984,105,NULL,NULL,7.3,888,NULL,NULL
tt0202473,"Il mistero di Bellavista",1985,102,NULL,NULL,6.5,195,NULL,NULL
tt1722426,Auschwitz,2011,73,NULL,NULL,3.2,1803,NULL,NULL
tt0078801,Ashanti,1979,118,NULL,NULL,5.4,2361,NULL,NULL
tt0109461,"Come due coccodrilli",1994,100,NULL,NULL,6.5,246,NULL,NULL
tt1692185,Cinco,2010,151,NULL,NULL,5.7,139,NULL,NULL
tt0080596,"The Day Time Ended",1979,79,600000,NULL,3.6,2458,NULL,NULL
tt0117395,"Project Grizzly",1996,72,NULL,NULL,6.5,711,NULL,NULL
tt0074573,Gizmo!,1977,77,NULL,NULL,7.7,471,NULL,NULL
tt0450121,"Red Like the Sky",2006,96,NULL,NULL,7.6,2196,1,0
tt0083102,"Sweet Dreams",1981,105,NULL,NULL,6.9,1413,NULL,NULL
tt0145046,"Little Dieter Needs to Fly",1997,80,NULL,NULL,8,7470,NULL,NULL
tt0347449,"Avellaneda's Moon",2004,143,NULL,NULL,7.2,6107,NULL,NULL
tt1319731,"Pro Dia Nascer Feliz",2005,89,NULL,NULL,7.8,280,NULL,NULL
tt0107922,"Cropped Head",1992,75,NULL,NULL,6.5,1056,NULL,NULL
tt0057894,"Bláznova kronika",1964,82,NULL,NULL,7.1,596,NULL,NULL
tt0047327,Frisky,1954,97,NULL,NULL,6.6,1018,NULL,NULL
tt0254775,"The Red Siren",2002,118,NULL,NULL,5.2,1433,NULL,NULL
tt0049523,"The Mountain",1956,105,NULL,NULL,6.8,2472,NULL,NULL
tt0046470,"Neapolitan Turk",1953,90,NULL,NULL,6.9,692,NULL,NULL
tt0055535,"Totòtruffa '62",1961,107,NULL,NULL,7.3,978,NULL,NULL
tt0084150,"Lo so che tu sai che io so",1982,112,NULL,NULL,6.7,619,NULL,NULL
tt0057444,"Bebo's Girl",1964,106,NULL,NULL,6.9,646,NULL,NULL
tt0047238,"Miseria e nobiltà",1954,60,NULL,NULL,7.6,2276,3,0
tt0077732,"Night Nurse",1979,95,NULL,NULL,5.4,554,NULL,NULL
tt0113436,"I Don't Speak English",1995,93,NULL,NULL,4.8,525,NULL,NULL
tt0090055,"Speriamo che sia femmina",1986,120,NULL,NULL,6.6,916,NULL,NULL
tt0023943,"The Devil's Brother",1933,90,NULL,NULL,7,2216,NULL,NULL
tt1680095,"The Santa Claus Gang",2010,100,NULL,NULL,6,3644,NULL,NULL
tt0414891,"A Children's Story",2004,94,NULL,28146,6.7,477,NULL,NULL
tt0178031,"In Heaven as It Is on Earth",1998,100,NULL,NULL,6.9,1199,NULL,NULL
tt0057312,"Miracle of the White Stallions",1963,118,NULL,NULL,6.5,906,NULL,NULL
tt0113313,"Hollow Point",1996,102,NULL,NULL,5.7,2187,NULL,NULL
tt0367655,"Dial H-I-S-T-O-R-Y",1997,68,NULL,NULL,7.1,290,NULL,NULL
tt0035447,"To the Shores of Tripoli",1942,86,NULL,NULL,6,1098,NULL,NULL
tt1641624,"My Piece of the Pie",2011,109,NULL,NULL,5.8,2478,3,0
tt0102636,Parinda,1989,154,NULL,NULL,7.8,4116,NULL,NULL
tt1189006,"Toonpur Ka Superrhero",2010,95,NULL,NULL,4.9,5206,NULL,NULL
tt0091934,"Shanghai Surprise",1986,97,17000000,2315683,3.3,6125,NULL,NULL
tt1573072,Housefull,2010,144,3500000,15000000,5.7,18090,NULL,NULL
tt1142804,"Within the Whirlwind",2009,90,NULL,NULL,6.8,1203,NULL,NULL
tt0112945,Élisa,1995,115,NULL,NULL,6.5,2312,NULL,NULL
tt1582207,"The Jewel",2011,110,NULL,NULL,6.7,1327,NULL,NULL
tt0069536,"White Fang",1973,102,NULL,NULL,6,1073,NULL,NULL
tt0248912,"Into the Arms of Strangers: Stories of the Kindertransport",2000,122,NULL,NULL,7.7,2069,NULL,NULL
tt0119257,"Hard Men",1996,86,NULL,NULL,5.8,611,NULL,NULL
tt0087716,"Where's Picone?",1984,122,NULL,NULL,7,351,NULL,NULL
tt0049865,"Totò, Peppino e i fuorilegge",1956,103,NULL,NULL,7.3,722,NULL,NULL
tt0036037,"Immortal Sergeant",1943,91,NULL,NULL,6.6,1167,NULL,NULL
tt0122785,"Viola Kisses Everybody",1998,93,NULL,NULL,5.1,664,NULL,NULL
tt0070393,"The Violent Professionals",1973,104,NULL,NULL,6.5,1116,NULL,NULL
tt0117695,"I'm Crazy About Iris Blond",1996,110,NULL,NULL,6.2,1590,NULL,NULL
tt0431449,"L'uomo perfetto",2005,95,NULL,NULL,6.1,623,NULL,NULL
tt0161389,"La casa stregata",1982,95,NULL,NULL,6.2,922,NULL,NULL
tt0093092,"Julia and Julia",1987,98,NULL,NULL,5.4,964,NULL,NULL
tt1166110,"The Past Is a Foreign Land",2008,120,5600000,965171,6.4,554,NULL,NULL
tt0847743,"Hidden Love",2007,100,NULL,NULL,5.4,383,NULL,NULL
tt0382711,"People of Rome",2003,100,NULL,NULL,6.3,505,NULL,NULL
tt0787485,"Killer Pad",2008,84,NULL,NULL,4,1558,NULL,NULL
tt0113649,Freedomfighters,1996,125,NULL,NULL,6.9,2338,3,0
tt0139951,"The Way We Laughed",1998,124,NULL,NULL,6.8,889,NULL,NULL
tt0117690,"Some Mother's Son",1996,112,NULL,NULL,7.2,3172,NULL,NULL
tt0109117,"Andaz Apna Apna",1994,160,NULL,NULL,8,57925,NULL,NULL
tt0012364,"The Phantom Carriage",1921,107,NULL,NULL,8,15757,2,0
tt0926764,"Possibility of an Island",2008,95,NULL,NULL,3.6,357,NULL,NULL
tt0090220,"All the Fault of Paradise",1985,102,NULL,NULL,6.6,558,NULL,NULL
tt1438176,"Fright Night",2011,106,30000000,41002607,6.4,119715,3,1
tt1483753,Pure,2010,97,NULL,NULL,6.9,5233,NULL,NULL
tt0045192,"The Stooge",1951,100,NULL,NULL,6.7,1784,NULL,NULL
tt0054931,"The Last Judgment",1961,100,NULL,NULL,6.5,846,NULL,NULL
tt0097051,"What Time Is It?",1989,97,NULL,NULL,7.3,1525,NULL,NULL
tt0063288,"Be Sick... It's Free",1968,98,NULL,NULL,7.1,1955,NULL,NULL
tt0110808,"Perdiamoci di vista",1994,115,NULL,NULL,6.3,1176,NULL,NULL
tt0087653,"He's Worse Than Me",1985,108,NULL,NULL,6.1,1051,NULL,NULL
tt0022725,"Broken Lullaby",1932,76,NULL,NULL,7.6,1893,NULL,NULL
tt1550524,"White Irish Drinkers",2010,109,600000,NULL,6.7,2003,NULL,NULL
tt0169543,"Almost Blue",2000,86,NULL,NULL,5.6,816,NULL,NULL
tt1043787,"A Beautiful Life",2008,81,NULL,NULL,4.3,470,NULL,NULL
tt0100586,Shadowzone,1990,88,NULL,NULL,5,1804,NULL,NULL
tt0082830,"Nudo di donna",1981,112,NULL,NULL,6.3,360,NULL,NULL
tt1523493,"Love & Slaps",2010,107,NULL,NULL,5.8,602,NULL,NULL
tt1278327,Dakota,2007,96,NULL,NULL,5.3,142,NULL,NULL
tt0067592,"Devil's Nightmare",1971,95,NULL,NULL,6,2533,NULL,NULL
tt1712187,"The Ages of Love",2011,125,NULL,12493369,5.9,4777,NULL,NULL
tt1396218,"Mr. Popper's Penguins",2011,94,55000000,187361754,6,112849,1,0
tt0054763,"The Connection",1961,110,167,NULL,7,1173,NULL,NULL
tt1083462,"Mardi Gras: Spring Break",2011,88,5000000,NULL,5.1,6509,NULL,NULL
tt1487118,"Chalet Girl",2011,97,8000000,5468650,6.3,27940,3,0
tt1634122,"Johnny English Reborn",2011,101,45000000,160078586,6.3,149427,3,1
tt1374992,"Upside Down",2012,109,60000000,22187813,6.3,75869,NULL,NULL
tt1844635,"The Bucks County Massacre",2010,84,50000,NULL,3.4,1642,NULL,NULL
tt1426362,"Daddy Longlegs",2009,100,NULL,20728,6.9,3451,1,0
tt0069225,"Savage Messiah",1972,97,NULL,NULL,6.9,1955,NULL,NULL
tt1359553,"The Chameleon",2010,106,NULL,NULL,5.5,2063,NULL,NULL
tt1741706,"Wedding in Bessarabia",2009,92,NULL,NULL,7.4,1100,NULL,NULL
tt1535476,"Rinco's Restaurant",2010,118,NULL,NULL,6.4,246,NULL,NULL
tt0165339,"Death Shadow",1986,115,NULL,NULL,6.1,281,NULL,NULL
tt1773083,"The Recipe",2010,107,NULL,NULL,6.5,529,NULL,NULL
tt1742178,"Position Among the Stars",2010,115,NULL,NULL,8,321,NULL,NULL
tt0062671,"The Anniversary",1968,95,NULL,NULL,6.9,3036,NULL,NULL
tt0338470,Sumuru,2003,94,NULL,NULL,3.6,910,NULL,NULL
tt0808139,977,2006,86,NULL,NULL,5.5,235,NULL,NULL
tt0366227,"Betty Blowtorch and Her Amazing True Life Adventures",2003,98,NULL,NULL,7.4,112,NULL,NULL
tt0415768,Dus,2005,152,NULL,NULL,5.5,3788,NULL,NULL
tt0075830,Chatterbox!,1977,73,NULL,NULL,5.1,999,NULL,NULL
tt0474476,"L'école pour tous",2006,97,NULL,NULL,4.8,324,NULL,NULL
tt0108606,"Heroic Trio 2: Executioners",1993,101,NULL,5229134,5.8,1871,NULL,NULL
tt1694542,"Tanu Weds Manu",2011,113,400000,252000,6.8,17976,NULL,NULL
tt0164549,"The Bells of Death",1968,88,NULL,NULL,6.7,413,NULL,NULL
tt1825731,"Just Call Me Nobody",2010,119,10000000,NULL,4.1,393,NULL,NULL
tt1900886,"Kung Fu Wing Chun",2010,110,NULL,NULL,6.6,418,NULL,NULL
tt0102917,"The Swordsman in Double Flag Town",1991,91,NULL,NULL,7,685,NULL,NULL
tt0114241,Reckless,1995,91,NULL,NULL,5.2,550,NULL,NULL
tt1320254,"Presumed Guilty",2008,87,NULL,NULL,8.1,1447,NULL,NULL
tt0208028,"C. a k. polní marsálek",1930,91,NULL,NULL,6.8,190,NULL,NULL
tt0455123,"Hip Hop: A Tale from the Hood",2003,99,NULL,NULL,7.9,38,NULL,NULL
tt0057286,"Hands Over the City",1963,101,NULL,NULL,7.6,3689,NULL,NULL
tt0375100,"Drowning Ghost",2004,100,NULL,NULL,4.6,2228,NULL,NULL
tt0986323,"Ciao bella",2007,86,NULL,NULL,5.1,976,NULL,NULL
tt1270769,"Three Wise Men",2008,105,NULL,NULL,6.7,569,1,0
tt1465490,Joy,2010,75,NULL,NULL,5.9,384,NULL,NULL
tt1488574,"The Liverpool Goalie",2010,90,NULL,NULL,6.7,955,NULL,NULL
tt0089963,"Savage Dawn",1985,102,NULL,NULL,5.1,1132,NULL,NULL
tt1217631,"Just a Father",2008,89,NULL,NULL,6.6,487,NULL,NULL
tt0069818,"The Boss",1973,100,NULL,NULL,6.9,2658,NULL,NULL
tt0082203,"Cream Horn",1981,109,NULL,NULL,5.9,680,NULL,NULL
tt0062080,"The Treasure of San Gennaro",1966,104,NULL,NULL,6.9,2046,NULL,NULL
tt0229499,"Don't Look Up",1996,74,NULL,NULL,6.2,760,NULL,NULL
tt0096236,"Tiger Cage",1988,92,NULL,NULL,6.8,1424,NULL,NULL
tt0069841,"Cannibal Girls",1973,84,NULL,NULL,4.6,1668,NULL,NULL
tt0100967,"Tiger Cage II",1990,95,NULL,818645,7,1551,NULL,NULL
tt0165998,"A True Mob Story",1998,112,NULL,NULL,6.3,532,NULL,NULL
tt0110832,"Take Care of Your Scarf, Tatiana",1994,62,NULL,NULL,7.1,4311,NULL,NULL
tt0083565,"2020 Texas Gladiators",1983,91,NULL,NULL,4.6,966,NULL,NULL
tt0247419,Ignition,2001,99,NULL,NULL,5.1,1147,NULL,NULL
tt0448694,"Puss in Boots",2011,90,NULL,NULL,6.6,211563,1,0
tt1594562,"The Innkeepers",2011,101,750000,1200000,5.5,39535,3,0
tt0240419,"The Swamp",2001,103,NULL,103215,7,9441,3,0
tt1374989,"Pride and Prejudice and Zombies",2016,108,28000000,16457494,5.8,64499,3,0
tt0484273,"The Dark Hour",2006,92,NULL,NULL,5.7,2097,NULL,NULL
tt0096003,"Rocket Gibraltar",1988,99,NULL,187349,6.5,2357,NULL,NULL
tt0076147,"Hitler: A Film from Germany",1977,442,1500000,NULL,7.4,968,NULL,NULL
tt1680089,"Women Vs Men",2011,98,NULL,NULL,5.5,1829,NULL,NULL
tt0077409,"Death Drug",1978,73,NULL,NULL,5.2,190,NULL,NULL
tt1691453,Knockout,2011,90,9000000,NULL,4.9,2739,NULL,NULL
tt1332054,Cosmonaut,2009,85,NULL,NULL,6.4,515,3,0
tt1694539,"Niente paura",2010,88,NULL,NULL,6.3,77,NULL,NULL
tt0037627,Dakota,1945,82,NULL,NULL,6,1878,NULL,NULL
tt0110080,"Burning Paradise",1994,104,NULL,NULL,7,1101,NULL,NULL
tt0499493,"He's Such a Girl",2009,83,NULL,NULL,4.2,409,NULL,NULL
tt0388213,Loverboy,2005,84,NULL,NULL,5.3,3523,NULL,NULL
tt0138467,Girl,1998,99,NULL,NULL,5.7,3308,NULL,NULL
tt0050456,"The Green Man",1956,80,NULL,NULL,7.1,2656,NULL,NULL
tt1568815,"A Family",2010,102,NULL,NULL,6.6,1377,NULL,NULL
tt1743720,"The Greatest Movie Ever Sold",2011,90,NULL,621951,6.6,15384,NULL,NULL
tt1262958,"A Small Act",2010,88,NULL,NULL,7.4,376,NULL,NULL
tt1424432,Senna,2010,106,NULL,8212430,8.4,83960,1,0
tt1135774,"Big Bang",2007,118,NULL,NULL,6.6,443,NULL,NULL
tt0090818,"The Check Is in the Mail...",1986,91,NULL,NULL,4.5,226,NULL,NULL
tt0254235,"Unfair Competition",2001,110,NULL,NULL,6.9,1643,NULL,NULL
tt1185600,"Suddenly, Last Winter",2008,85,NULL,NULL,7.2,233,NULL,NULL
tt0042235,"Beauty and the Devil",1950,95,NULL,NULL,7.3,2037,NULL,NULL
tt1388412,"Titãs: A Vida Até Parece uma Festa",2008,100,NULL,NULL,7.5,161,NULL,NULL
tt1669625,"La vita facile",2011,102,NULL,NULL,6.2,848,NULL,NULL
tt0197633,"Live Freaky Die Freaky",2006,75,NULL,NULL,4.8,736,NULL,NULL
tt1680058,"Boris - Il film",2011,108,3347850,1248748,6.9,3334,NULL,NULL
tt1147760,"Parole sante",2007,72,NULL,NULL,6.5,36,NULL,NULL
tt0096160,Splendor,1989,115,NULL,NULL,7.1,1233,NULL,NULL
tt0398013,Dealer,2004,130,NULL,NULL,6.9,1120,NULL,NULL
tt0415006,Saimir,2004,88,NULL,NULL,6.5,265,NULL,NULL
tt0046711,"Mid-Century Loves",1954,72,NULL,NULL,5.7,216,NULL,NULL
tt0069094,"The Most Wonderful Evening of My Life",1972,106,NULL,NULL,7.1,943,NULL,NULL
tt1715873,"10 Years",2011,100,NULL,203373,6.1,28618,NULL,NULL
tt0049767,Slander,1956,81,NULL,NULL,6.5,568,NULL,NULL
tt1330229,"Memoirs of a Teenage Amnesiac",2010,124,NULL,NULL,5.8,700,NULL,NULL
tt1139641,"Tokyo Girl",2008,98,NULL,NULL,6.6,268,NULL,NULL
tt0100388,Porno,1990,78,NULL,NULL,5.5,626,NULL,NULL
tt0095606,"The Music Teacher",1988,95,NULL,1086894,7.2,1124,NULL,NULL
tt1865335,"Confession of a Child of the Century",2012,120,NULL,NULL,4.2,703,NULL,NULL
tt0202682,"Where a Good Man Goes",1999,90,NULL,NULL,6.7,567,NULL,NULL
tt1515091,"Sherlock Holmes: A Game of Shadows",2011,129,125000000,334615000,7.4,502402,1,0
tt1390399,"The Burnt House",2009,77,NULL,NULL,4.9,103,NULL,NULL
tt1379734,"Repo Chick",2009,85,200000,NULL,3.7,868,NULL,NULL
tt0818831,Bull,2008,98,NULL,NULL,4.1,134,NULL,NULL
tt1735898,"Snow White and the Huntsman",2012,127,170000000,396600000,6.1,315069,3,0
tt1064942,"Dolls and Angels",2008,102,NULL,NULL,5.3,225,NULL,NULL
tt1270766,"Henri 4",2010,155,NULL,NULL,5.8,1413,NULL,NULL
tt0090383,"È arrivato mio fratello",1985,89,NULL,NULL,6,715,NULL,NULL
tt0093869,"Roba da ricchi",1987,110,NULL,NULL,5,597,NULL,NULL
tt0087966,"Questo e quello",1983,119,NULL,NULL,5.3,300,NULL,NULL
tt0093645,"Noi uomini duri",1987,90,NULL,NULL,5.7,578,NULL,NULL
tt0087818,"Our History",1984,110,NULL,NULL,6.3,1438,NULL,NULL
tt1575694,"The Hit List",2011,90,6000000,NULL,5.4,12277,NULL,NULL
tt0077228,"The Betsy",1978,125,NULL,NULL,5.2,1943,NULL,NULL
tt1783781,"Sniadanie do lózka",2010,85,NULL,3965979,4.5,640,NULL,NULL
tt1784499,"Valley of the Wolves: Palestine",2011,105,12730000,NULL,6.1,10322,NULL,NULL
tt0077912,"Mardi Gras Massacre",1978,97,NULL,NULL,4,1293,NULL,NULL
tt0460892,"Lost in Love",2005,100,6000000,NULL,6.1,415,NULL,NULL
tt0101597,"Closet Land",1990,89,4000000,259012,7,3287,0,0
tt0155581,"The Restroom Robbery",1975,93,NULL,NULL,5.7,573,NULL,NULL
tt0103223,"To Want to Fly",1991,94,NULL,NULL,6.7,968,NULL,NULL
tt0063010,Mafia,1968,103,NULL,NULL,7,2380,0,0
tt0165086,"The Secret Life of Girls",1999,90,NULL,NULL,5.4,468,NULL,NULL
tt1722513,"The Butcher, the Chef, and the Swordsman",2010,92,NULL,NULL,5.5,758,NULL,NULL
tt0120531,Woo,1998,84,13000000,8026971,4.2,2411,NULL,NULL
tt0864921,"A Castle in Spain",2007,92,NULL,NULL,6.2,155,NULL,NULL
tt0098600,"The Vineyard",1989,95,NULL,NULL,4.7,1230,NULL,NULL
tt1822308,Slove,2011,90,7000000,NULL,3.5,281,NULL,NULL
tt0072603,"The French Detective",1975,91,NULL,NULL,6.8,2130,NULL,NULL
tt1242599,Bellflower,2011,106,17000,101236,6.3,8260,NULL,NULL
tt1077274,"Yobi, the Five Tailed Fox",2007,86,NULL,NULL,6.7,1055,3,1
tt0055936,"Two Colonels",1963,90,NULL,NULL,7.1,764,NULL,NULL
tt0067565,"Between Miracles",1971,122,NULL,NULL,7.1,665,NULL,NULL
tt0114368,"La scuola",1995,104,NULL,NULL,7,1151,NULL,NULL
tt0064714,"Puss in Boots",1969,80,NULL,NULL,7.2,1130,NULL,NULL
tt0082743,"Mia moglie è una strega",1980,93,NULL,NULL,6,832,NULL,NULL
tt1285243,"Due partite",2009,94,NULL,2027829,6.4,432,NULL,NULL
tt1548635,Siren,2010,80,NULL,NULL,3.6,2046,NULL,NULL
tt1821478,Kaavalan,2011,155,8400000,20000000,7.1,8535,NULL,NULL
tt0349878,"Netaji Subhas Chandra Bose: The Forgotten Hero",2005,208,NULL,NULL,7.6,1454,NULL,NULL
tt0452701,Undoing,2006,90,NULL,NULL,4.2,242,NULL,NULL
tt1217301,"Mob Rules",2010,97,200,NULL,4.2,335,NULL,NULL
tt0037563,"The Bullfighters",1945,61,NULL,NULL,6.2,1560,NULL,NULL
tt0056350,"The Pirates of Blood River",1962,87,NULL,NULL,5.9,1377,NULL,NULL
tt0053403,"The Cow and I",1959,118,NULL,NULL,7.1,1888,NULL,NULL
tt0059318,"Me, Me, Me... and the Others",1966,95,NULL,NULL,6.5,339,NULL,NULL
tt0044696,Heidi,1952,97,NULL,NULL,6.8,494,NULL,NULL
tt0915463,"Jackboots on Whitehall",2010,91,6000000,20776,5.3,1572,NULL,NULL
tt1584730,"III Slices of Life",2010,107,NULL,NULL,3.3,718,NULL,NULL
tt0064552,"Animals United",1969,93,NULL,NULL,6.5,251,NULL,NULL
tt0117965,"The Trigger Effect",1996,94,8000000,3600000,5.7,8489,NULL,NULL
tt1568923,"A Film Unfinished",2010,88,NULL,NULL,7.4,1971,NULL,NULL
tt0100699,"On Tour",1990,91,NULL,NULL,7,1142,NULL,NULL
tt0118201,"Will It Snow for Christmas?",1996,90,NULL,NULL,7,931,NULL,NULL
tt1235404,"31 North 62 East",2009,105,3100000,NULL,4.3,431,NULL,NULL
tt0496411,"A Merry Little Christmas",2006,85,NULL,NULL,3.3,240,NULL,NULL
tt0106303,"Arctic Blue",1993,95,6000000,NULL,5.1,1219,1,0
tt0119279,Bleeders,1997,89,8000000,NULL,4.3,3222,NULL,NULL
tt0083661,Bloodtide,1982,82,NULL,NULL,4.4,2916,NULL,NULL
tt1219822,BreadCrumbs,2011,86,NULL,NULL,3.2,943,NULL,NULL
tt0094850,"Cellar Dweller",1987,77,NULL,NULL,5.1,3768,NULL,NULL
tt0086420,"So Long, Stooge",1983,100,NULL,NULL,7.3,3583,NULL,NULL
tt1436045,"13 Assassins",2010,141,6000000,17555141,7.5,71762,1,1
tt1779824,"The Marquis",2011,88,NULL,NULL,4.9,903,NULL,NULL
tt1646979,"The Light Thief",2010,80,NULL,NULL,6.5,457,NULL,NULL
tt0101497,"The Boneyard",1991,98,NULL,NULL,5.6,2203,NULL,NULL
tt0123976,"Loafing and Camouflage",1984,99,NULL,NULL,7.7,3948,NULL,NULL
tt1444307,"Episode 3: 'Enjoy Poverty'",2009,90,NULL,NULL,7.7,371,NULL,NULL
tt0058652,"Three Outlaw Samurai",1964,94,NULL,NULL,7.6,4425,NULL,NULL
tt0186939,"The Great Killing",1964,118,NULL,NULL,7.3,478,NULL,NULL
tt1541995,"Snow Flower and the Secret Fan",2011,120,134005,1332231,6.1,4165,3,0
tt1270277,"Sympathy for Delicious",2010,96,NULL,13826,5.6,2130,NULL,NULL
tt0209037,"Everybody's Famous!",2000,97,NULL,NULL,6.9,3395,NULL,NULL
tt1535110,"When Harry Tries to Marry",2011,93,NULL,38261,4.6,702,NULL,NULL
tt1737674,PressPausePlay,2011,80,NULL,NULL,7.3,1536,NULL,NULL
tt0062322,"Dry Summer",1963,90,NULL,NULL,7.8,6706,NULL,NULL
tt0053126,"North West Frontier",1959,129,NULL,NULL,7.1,3448,NULL,NULL
tt0088961,Creature,1985,95,750000,NULL,4.5,5273,NULL,NULL
tt0026249,"The Crusades",1935,125,NULL,NULL,6.5,1440,NULL,NULL
tt0116565,"Hotel de Love",1996,96,NULL,NULL,6,744,NULL,NULL
tt1430131,"What Would Jesus Do?",2010,94,NULL,NULL,4.9,918,NULL,NULL
tt0037027,"Lost in a Harem",1944,89,NULL,NULL,6.3,1365,NULL,NULL
