imdb_id,title,year,runtime_min,budget,revenue,avg_rating,num_votes,rating,dubious
tt1802183,"Lærkevej - Til døden os skiller",2012,93,NULL,NULL,5.1,342,NULL,NULL
tt1678051,"Soldiers of Fortune",2012,94,8000000,NULL,4.3,7717,NULL,NULL
tt3358534,"Thiruvilaiyaadal Aarambam",2006,155,NULL,NULL,6.5,1022,NULL,NULL
tt0074797,"The Life and Times of Grizzly Adams",1974,93,NULL,NULL,6.7,1104,NULL,NULL
tt0112867,"Digital Man",1995,95,NULL,NULL,4.6,936,NULL,NULL
tt0975645,Hitchcock,2012,98,15700000,27039669,6.8,83430,2,0
tt0067489,"What the Peeper Saw",1972,89,NULL,NULL,5.7,2144,NULL,NULL
tt0070285,"Sheep Eaters",1972,96,NULL,NULL,6.4,526,NULL,NULL
tt0027484,"Crown v. Stevens",1936,66,NULL,NULL,6.5,452,NULL,NULL
tt0095473,"The Moonlight Sonata",1988,86,NULL,NULL,6.2,1226,NULL,NULL
tt0427550,"Two Tons of Turquoise to Taos Tonight",1975,85,NULL,NULL,5.5,266,NULL,NULL
tt0138311,"Babo 73",1964,57,NULL,NULL,5.3,455,NULL,NULL
tt0071635,"A Human Condition",1974,75,NULL,NULL,6.4,520,NULL,NULL
tt1780798,Clown,2014,100,NULL,4381603,5.7,29493,3,0
tt1907639,Hardflip,2012,112,1000000,NULL,5.3,889,NULL,NULL
tt0352526,"London Voodoo",2004,99,NULL,NULL,3.8,461,NULL,NULL
tt1152270,"Mad Sad & Bad",2009,90,NULL,NULL,4.6,148,NULL,NULL
tt0924151,"Strange Culture",2007,75,NULL,NULL,6.1,464,NULL,NULL
tt0073609,Rattlers,1976,82,NULL,NULL,4.1,1171,NULL,NULL
tt0006826,"Hoodoo Ann",1916,65,NULL,NULL,5.9,973,NULL,NULL
tt0021681,"Bombs Over Monte Carlo",1931,111,NULL,NULL,5.7,185,NULL,NULL
tt0027076,"Sazen Tange and the Pot Worth a Million Ryo",1935,92,NULL,NULL,7.7,1351,NULL,NULL
tt0061582,"Django Shoots First",1966,95,NULL,NULL,6,718,NULL,NULL
tt0159946,"Capricious Young Man",1936,77,NULL,NULL,6,140,NULL,NULL
tt1823159,Lea,2011,93,NULL,NULL,4.7,500,NULL,NULL
tt0092847,"Deadly Illusion",1987,87,NULL,626724,4.8,586,NULL,NULL
tt0201092,"Shaolin Temple",1976,90,NULL,NULL,5.8,75,NULL,NULL
tt0096153,Spellcaster,1989,83,NULL,NULL,4.8,1354,NULL,NULL
tt2004270,"My Name Is Ki",2011,93,NULL,NULL,5.8,394,NULL,NULL
tt1683466,"Old Cats",2010,89,NULL,NULL,6.8,607,NULL,NULL
tt0051214,"The Young Stranger",1957,84,NULL,NULL,6.5,733,NULL,NULL
tt0066333,"Ballad of Death Valley",1970,95,NULL,NULL,4.7,311,NULL,NULL
tt0062047,Wanted,1967,107,NULL,NULL,6,544,NULL,NULL
tt1326223,"God Went Surfing with the Devil",2010,84,NULL,NULL,7.2,31,NULL,NULL
tt0112304,"Adão e Eva",1995,104,NULL,NULL,5.7,510,NULL,NULL
tt0062130,"Halleluja for Django",1967,107,NULL,NULL,5.5,237,NULL,NULL
tt0027395,"The Bride Walks Out",1936,75,289000,670000,5.7,795,NULL,NULL
tt0062773,Calcutta,1969,105,NULL,NULL,7.2,816,NULL,NULL
tt1392888,"Daniel and Ana",2009,90,NULL,NULL,6.1,2339,NULL,NULL
tt0071999,"Place de la République",1974,94,NULL,NULL,6.9,511,NULL,NULL
tt0120541,"Too Many Ways to Be No. 1",1997,90,NULL,NULL,7.4,1113,NULL,NULL
tt0029044,"Idol of the Crowds",1937,60,NULL,NULL,6,240,NULL,NULL
tt0191865,"La carbonara",2000,100,NULL,NULL,6.2,71,NULL,NULL
tt0051349,"Ambush at Cimarron Pass",1958,73,NULL,NULL,5.2,989,NULL,NULL
tt0030018,"The Cowboy and the Lady",1938,91,NULL,NULL,6.6,2019,NULL,NULL
tt0071899,"The Immortals",1974,103,NULL,NULL,7.7,1026,NULL,NULL
tt0068498,Doomwatch,1972,92,NULL,NULL,5.5,1396,NULL,NULL
tt0195256,"The Goddess",1934,85,NULL,NULL,7.7,2816,NULL,NULL
tt0183828,"Street Angel",1937,91,NULL,NULL,7,1021,NULL,NULL
tt0083313,"Killer Constable",1980,105,NULL,NULL,7,666,NULL,NULL
tt0085671,"Abnormal Family",1984,63,NULL,NULL,5.4,562,NULL,NULL
tt0040553,"The Luck of the Irish",1948,99,NULL,NULL,6.7,1402,NULL,NULL
tt0139091,"Cage II",1994,106,NULL,NULL,4.2,410,NULL,NULL
tt0046891,"Dangerous Mission",1954,75,NULL,NULL,5.7,981,NULL,NULL
tt0229694,"Salsa and Love",1999,100,NULL,NULL,6.2,689,NULL,NULL
tt0072995,"Flash and the Firecat",1975,84,NULL,NULL,4.7,102,NULL,NULL
tt0076512,"Outlaw Blues",1977,100,1900000,NULL,6,537,NULL,NULL
tt2107835,"The Skinny",2012,103,NULL,NULL,6.2,796,3,0
tt0080917,"In God We Trust (or Gimme That Prime Time Religion)",1980,97,NULL,NULL,5.4,1351,NULL,NULL
tt0030752,"Sing, You Sinners",1938,90,NULL,NULL,6.4,342,NULL,NULL
tt0133197,"Shadow Run",1998,94,NULL,NULL,4.3,587,NULL,NULL
tt0100692,"Step Across the Border",1990,90,NULL,NULL,7.9,376,NULL,NULL
tt0051428,"Bombas para la paz",1959,86,NULL,NULL,5.8,52,NULL,NULL
tt0073471,"Number Two",1975,88,NULL,NULL,6.2,1141,3,1
tt0386065,"Talking Head",1992,105,NULL,NULL,6.8,516,NULL,NULL
tt0037642,"Dick Tracy",1945,61,NULL,NULL,5.9,1844,NULL,NULL
tt0223856,"The Opponent",2000,90,NULL,NULL,5.5,280,NULL,NULL
tt0022485,"Tokyo Chorus",1931,90,NULL,NULL,7.1,1704,NULL,NULL
tt0028661,"The Bride Wore Red",1937,103,960000,1200000,6.3,1373,NULL,NULL
tt0047133,Jivaro,1954,92,NULL,NULL,5.9,489,NULL,NULL
tt0498587,"Suite Dreams",2006,136,NULL,NULL,7,1474,NULL,NULL
tt0057848,"Hour of Death",1964,98,NULL,NULL,6.2,220,NULL,NULL
tt0096472,"School on Fire",1988,101,NULL,NULL,7.4,893,NULL,NULL
tt1728986,"Bol Bachchan",2012,155,6300000,21000000,5.7,11010,NULL,NULL
tt1520498,"The Oogieloves in the Big Balloon Adventure",2012,88,20000000,1065907,1.6,15707,NULL,NULL
tt0192745,"Life Is to Whistle",1998,106,NULL,NULL,6.5,728,NULL,NULL
tt1702439,"Safe Haven",2013,115,28000000,97600000,6.7,121267,3,0
tt0024816,"The Affairs of Cellini",1934,79,NULL,NULL,6,541,NULL,NULL
tt0815890,"The Blue Elephant",2006,79,NULL,NULL,5.7,1476,NULL,NULL
tt0044029,Boyhood,1951,111,NULL,NULL,6.8,153,NULL,NULL
tt0317950,Nola,2003,97,NULL,10550,5.5,571,NULL,NULL
tt1615902,Vacation!,2010,91,NULL,NULL,4.8,206,NULL,NULL
tt0187530,"The Astrologer",1975,96,NULL,NULL,4.2,463,NULL,NULL
tt0060742,"The Hero",1966,117,NULL,NULL,8.3,6082,NULL,NULL
tt0038727,Margie,1946,94,NULL,NULL,7.1,1048,NULL,NULL
tt0069737,"Distant Thunder",1973,101,NULL,NULL,7.9,1879,NULL,NULL
tt0075831,"Checkered Flag or Crash",1977,95,NULL,NULL,4.7,300,NULL,NULL
tt2040407,"Last Days of the Arctic",2011,90,NULL,NULL,7.7,67,NULL,NULL
tt1270494,"Zero Bridge",2008,96,NULL,NULL,5.9,163,NULL,NULL
tt0023507,"State's Attorney",1932,79,NULL,NULL,6.6,441,NULL,NULL
tt2210479,"Berserk: The Golden Age Arc I - The Egg of the King",2012,76,NULL,2152610,7.5,15968,NULL,NULL
tt2149221,"The Story of Lovers Rock",2011,97,NULL,NULL,6.3,123,NULL,NULL
tt2106529,"Lust for Love",2014,85,NULL,NULL,5.6,1660,3,0
tt0144801,"The Brandon Teena Story",1998,89,NULL,NULL,7,1409,NULL,NULL
tt0240641,"Just, Melvin: Just Evil",2000,96,500,NULL,7,1926,NULL,NULL
tt0059774,"Get Off My Back",1965,105,NULL,NULL,5.9,252,NULL,NULL
tt0090773,"Bridge to Nowhere",1986,86,NULL,NULL,5.2,330,NULL,NULL
tt0070152,"Happy Mother's Day, Love George",1973,90,NULL,NULL,5.7,226,NULL,NULL
tt0163559,"The Book of Stars",1999,111,NULL,NULL,6.7,671,NULL,NULL
tt0051524,"The Decks Ran Red",1958,84,NULL,NULL,6.2,678,NULL,NULL
tt2195548,"Prince Avalanche",2013,94,725000,NULL,6.3,21394,0,0
tt0025391,"Life Returns",1934,63,NULL,NULL,3.9,296,NULL,NULL
tt0055380,"Rocket Attack U.S.A.",1960,68,NULL,NULL,1.8,1264,NULL,NULL
tt2152779,"Ma première fois",2012,95,6180000,NULL,5.9,1464,NULL,NULL
tt0192766,"A Wake in Providence",1999,92,NULL,402805,5.4,392,NULL,NULL
tt1469864,"Beyond Gay: The Politics of Pride",2009,87,NULL,NULL,7,148,NULL,NULL
tt1744635,"No Look Pass",2011,87,NULL,NULL,7.3,59,NULL,NULL
tt0020543,"The Valiant",1929,66,NULL,NULL,6,636,NULL,NULL
tt0035376,"Stagecoach Buckaroo",1942,58,NULL,NULL,5.8,100,NULL,NULL
tt0219519,"Beyond Suspicion",2000,109,NULL,NULL,6.3,1838,NULL,NULL
tt0029334,"Oh, Susanna!",1936,59,NULL,NULL,5.5,282,NULL,NULL
tt0045986,"The Last Posse",1953,73,NULL,NULL,6.6,620,NULL,NULL
tt0059694,"The Secret of My Success",1965,112,NULL,NULL,5,341,NULL,NULL
tt0041600,"Lost Boundaries",1949,99,NULL,NULL,7,635,NULL,NULL
tt0181733,"On the Ropes",1999,94,NULL,NULL,7.3,498,NULL,NULL
tt0181786,"Regret to Inform",1998,72,NULL,NULL,7.3,387,NULL,NULL
tt0139193,"The Farm: Angola, USA",1998,88,NULL,NULL,7.5,851,NULL,NULL
tt0175550,Dancemaker,1998,98,NULL,NULL,7.1,155,NULL,NULL
tt0119561,"The Long Way Home",1997,120,NULL,NULL,7.6,1376,NULL,NULL
tt1700808,"Fast Girls",2012,91,NULL,NULL,6.2,4036,3,0
tt0778749,Jasminum,2006,115,NULL,NULL,6.9,1438,NULL,NULL
tt2364673,"Frankenstein Created Bikers",2016,125,150000,NULL,5,979,NULL,NULL
tt2102396,"Artificial Paradises",2012,96,NULL,NULL,6.3,3796,NULL,NULL
tt0056018,"The Shortest Day",1963,95,NULL,NULL,5.8,382,NULL,NULL
tt0058140,"Giants of Rome",1964,95,NULL,NULL,4.9,336,NULL,NULL
tt0087479,"The Astral Factor",1978,85,NULL,NULL,3.7,949,NULL,NULL
tt1663970,"A Drummer's Dream",2010,84,NULL,NULL,7.3,159,NULL,NULL
tt2359085,"Hitler's Children",2011,59,NULL,28663,7.4,1363,NULL,NULL
tt0294431,"The Pinochet Case",2001,110,NULL,NULL,7.3,362,NULL,NULL
tt1558952,"Freedom Riders",2010,117,NULL,NULL,8,458,NULL,NULL
tt0068456,"Dear Dead Delilah",1972,98,NULL,NULL,5.5,572,NULL,NULL
tt2328503,"As One",2012,127,NULL,NULL,7.2,1416,3,0
tt0158863,"Private Practices: The Story of a Sex Surrogate",1985,75,NULL,NULL,6.5,282,NULL,NULL
tt0059778,"Assault on Fort Texan",1964,96,NULL,NULL,4.6,112,NULL,NULL
tt0089823,"A Polish Vampire in Burbank",1983,80,3000,500000,5,392,NULL,NULL
tt0082993,"Richard's Things",1980,104,NULL,NULL,5.6,287,NULL,NULL
tt0122371,Adelheid,1970,99,NULL,NULL,7.3,1056,NULL,NULL
tt0055153,"Mother Joan of the Angels",1961,110,NULL,NULL,7.5,4834,NULL,NULL
tt1776252,"Nate & Margaret",2012,80,NULL,NULL,6.2,654,NULL,NULL
tt0084132,Inchon,1981,140,46000000,5200000,2.8,943,NULL,NULL
tt0079854,"Every Man for Himself",1980,87,NULL,NULL,6.5,4296,NULL,NULL
tt0061592,"Doomsday Machine",1976,83,NULL,NULL,2.6,1561,NULL,NULL
tt0074475,Embryo,1976,104,NULL,NULL,5.1,1973,NULL,NULL
tt1376239,"The Six Degrees of Helter Skelter",2009,105,200000,NULL,6.5,746,NULL,NULL
tt0036170,"The Moon Is Down",1943,90,NULL,NULL,6.9,665,NULL,NULL
tt0061020,"The Spy in the Green Hat",1967,92,NULL,NULL,5.8,659,NULL,NULL
tt0253056,"Down 'n Dirty",2000,102,NULL,NULL,3.9,289,NULL,NULL
tt0122629,"Damned in Venice",1978,95,NULL,NULL,5.6,550,NULL,NULL
tt0264710,"Interstate 84",2000,99,NULL,NULL,5.2,289,NULL,NULL
tt0017096,"Maciste in Hell",1925,95,NULL,NULL,6.8,732,NULL,NULL
tt0065173,"Wind from the East",1970,95,NULL,NULL,5.8,781,NULL,NULL
tt9731440,"The Mistress of Atlantis",1932,NULL,NULL,NULL,5.4,101,NULL,NULL
tt0023990,Eskimo,1933,117,NULL,NULL,6.9,663,NULL,NULL
tt0144947,Goldstein,1964,85,NULL,NULL,5.8,150,NULL,NULL
tt1519633,"Be with Me",2009,100,NULL,NULL,5.5,260,NULL,NULL
tt0041399,Prison,1949,79,NULL,NULL,6.7,2363,NULL,NULL
tt0991174,Ingenious,2009,85,NULL,NULL,5.7,2256,NULL,NULL
tt0347909,Rumble,2002,55,NULL,NULL,6.7,1024,NULL,NULL
tt1375730,"Honokaa Boy",2009,111,NULL,NULL,6.6,296,NULL,NULL
tt0075035,Panic,1982,90,NULL,NULL,3.6,1025,NULL,NULL
tt1334473,Savage,2011,86,NULL,NULL,4.2,309,NULL,NULL
tt0087522,"The Other Side of Gentleman",1984,93,NULL,NULL,5.7,87,NULL,NULL
tt1621432,"Adventures in the Sin Bin",2012,106,NULL,NULL,5.3,664,NULL,NULL
tt0051046,"The Tall Stranger",1957,81,NULL,NULL,6.4,1071,NULL,NULL
tt0050620,"Lady of Vengeance",1957,73,NULL,NULL,5.6,216,NULL,NULL
tt2294567,Dhammu,2012,155,NULL,NULL,4.9,2553,NULL,NULL
tt0047803,"The African Lion",1955,75,NULL,NULL,7.1,678,NULL,NULL
tt0056415,"Ring of Terror",1961,71,NULL,NULL,1.9,1518,NULL,NULL
tt0048239,"Jupiter's Darling",1955,95,NULL,NULL,5.7,763,NULL,NULL
tt0093952,Shame,1988,94,NULL,NULL,6.9,880,NULL,NULL
tt0029064,"Dark Sands",1937,77,NULL,NULL,6.2,365,NULL,NULL
tt1274596,"USS Seaviper",2012,102,3000000,NULL,2.5,1034,NULL,NULL
tt0037420,"Up in Arms",1944,105,2000000,NULL,6.2,1274,NULL,NULL
tt0069678,"'Tis Pity She's a Whore",1971,91,NULL,NULL,6.3,539,NULL,NULL
tt0077660,"Harper Valley P.T.A.",1978,93,NULL,NULL,5.8,1394,NULL,NULL
tt0014898,"Whirlpool of Fate",1925,71,NULL,NULL,6.7,778,NULL,NULL
tt0064660,"Love Circle",1969,125,NULL,NULL,6,348,NULL,NULL
tt0371310,"Tetsujin 28",2005,119,NULL,NULL,5.2,178,NULL,NULL
tt0018972,"Hangman's House",1928,71,NULL,NULL,6.6,615,NULL,NULL
tt0166789,"Check to the Queen",1969,99,NULL,NULL,6.3,298,NULL,NULL
tt0071666,"Invasion from Inner Earth",1974,94,150000,NULL,2.7,793,NULL,NULL
tt0044125,"Three Guys Named Mike",1951,90,NULL,NULL,6.2,904,NULL,NULL
tt0131624,"UFO: Target Earth",1974,80,75000,NULL,2.7,499,NULL,NULL
tt0039951,"Variety Girl",1947,93,NULL,NULL,6.3,556,NULL,NULL
tt0039975,"Welcome Stranger",1947,107,NULL,NULL,6.8,376,NULL,NULL
tt0047680,"Woman's World",1954,94,NULL,NULL,6.9,1610,NULL,NULL
tt0819723,Islander,2006,100,NULL,NULL,6.5,307,NULL,NULL
tt0215960,"Malatesta's Carnival of Blood",1973,78,NULL,NULL,5.3,1104,NULL,NULL
tt0027664,"The General Died at Dawn",1936,98,NULL,NULL,6.5,1453,NULL,NULL
tt0013122,"The Woman from Nowhere",1922,61,NULL,NULL,6.5,319,NULL,NULL
tt0042372,Dallas,1950,94,NULL,NULL,6.2,1752,NULL,NULL
tt0049839,"The Roof",1956,91,NULL,NULL,7.4,1571,NULL,NULL
tt0048279,"Lady Godiva of Coventry",1955,89,NULL,NULL,5.5,723,NULL,NULL
tt1866249,"The Sessions",2012,95,1000000,9138338,7.2,45027,2,0
tt0036814,"Man of Evil",1944,90,NULL,NULL,6.5,695,NULL,NULL
tt1200069,Mona,2008,87,NULL,NULL,4.4,143,NULL,NULL
tt0054123,"Nikt nie wola",1960,86,NULL,NULL,6.6,308,NULL,NULL
tt0122467,"Oriental Elegy",1996,45,NULL,NULL,7.2,379,NULL,NULL
tt0075887,Crash!,1976,88,NULL,NULL,4.9,686,NULL,NULL
tt0191066,"The Daughter of Dawn",1920,80,NULL,NULL,5.8,572,NULL,NULL
tt0307162,"All About Our House",2001,116,NULL,NULL,6.5,457,NULL,NULL
tt0090955,"The Making of Fanny and Alexander",1984,110,NULL,NULL,7.5,1102,NULL,NULL
tt0056580,"The Three Stooges in Orbit",1962,90,450000,NULL,5.7,1146,NULL,NULL
tt0351867,"Thirteen Chimes",2002,108,3000000,NULL,5.1,525,NULL,NULL
tt0081218,Navajeros,1980,95,NULL,680224,6.6,1053,NULL,NULL
tt0051915,"Me and the Colonel",1958,109,NULL,NULL,7,811,NULL,NULL
tt0283323,"Down and Out with the Dolls",2001,88,NULL,NULL,6,227,NULL,NULL
tt0075098,Pressure,1976,126,NULL,NULL,7.2,401,NULL,NULL
tt0037906,"A Medal for Benny",1945,77,NULL,NULL,6.1,256,NULL,NULL
tt0030989,"A Yank at Oxford",1938,102,1374000,2736000,6.5,1474,NULL,NULL
tt0043350,"The Blue Veil",1951,113,NULL,3550000,7.1,536,NULL,NULL
tt0048748,Trial,1955,105,NULL,NULL,6.9,1421,NULL,NULL
tt0219327,"Strictly Sinatra",2001,97,NULL,NULL,5.7,585,NULL,NULL
tt0112607,Bye-Bye,1995,105,NULL,NULL,7.1,259,NULL,NULL
tt0101658,Danzón,1991,120,NULL,NULL,6.9,745,NULL,NULL
tt0078878,Bloodbrothers,1978,116,NULL,NULL,5.8,1085,NULL,NULL
tt0061414,"The Bobo",1967,105,NULL,NULL,5.5,1049,NULL,NULL
tt1981677,"Pitch Perfect",2012,112,17000000,115647737,7.1,351208,3,0
tt1605798,"Effie Gray",2014,104,NULL,721143,6,7414,3,0
tt0123240,Requiem,1998,100,NULL,NULL,6.8,228,NULL,NULL
tt0237680,"Sacred Flesh",2000,75,1850000,NULL,3.3,591,NULL,NULL
tt0002445,"Quo Vadis?",1913,120,NULL,NULL,6.1,536,NULL,NULL
tt1787767,"Naked Harbour",2012,123,NULL,NULL,6.4,2909,NULL,NULL
tt0091897,Scalps,1987,102,NULL,NULL,5.4,610,NULL,NULL
tt0188194,"Seven Days Somewhere Else",1968,100,NULL,NULL,6.6,64,NULL,NULL
tt0036057,"Johnny Come Lately",1943,97,NULL,NULL,6.8,830,NULL,NULL
tt1728620,Remembrance,2011,105,NULL,NULL,7.2,2422,NULL,NULL
tt1703122,Shirome,2010,83,NULL,NULL,4.8,415,NULL,NULL
tt0109699,"Numbered Days",1994,93,NULL,1948595,6.5,2485,3,0
tt0826752,"Strange Girls",2007,98,NULL,NULL,5.8,199,NULL,NULL
tt0938339,"Ten Empty",2008,95,NULL,NULL,5.3,232,NULL,NULL
tt0163624,Faust,1960,128,NULL,NULL,7.3,734,NULL,NULL
tt0809427,Fantasma,2006,63,NULL,NULL,6.4,445,NULL,NULL
tt0054244,"The Risk",1960,81,NULL,NULL,6.2,405,NULL,NULL
tt0075357,"Tunnel Vision",1976,70,250,NULL,5,972,NULL,NULL
tt0122499,"La gatta in calore",1972,90,NULL,NULL,5.4,266,NULL,NULL
tt0094871,"A Chorus of Disapproval",1989,92,NULL,216373,5.6,1018,NULL,NULL
tt0105162,"Praying with Anger",1992,101,750000,NULL,4.4,1238,NULL,NULL
tt1674772,"Everybody Has a Plan",2012,118,3000000,NULL,5.6,2215,NULL,NULL
tt1504019,"Memories of My Melancholy Whores",2011,90,NULL,NULL,5.8,1233,NULL,NULL
tt0118004,"The Typewriter, the Rifle & the Movie Camera",1996,55,NULL,NULL,7.9,418,NULL,NULL
tt0269614,Neji-shiki,1998,87,NULL,NULL,5.9,292,NULL,NULL
tt0409962,"Last Sunset",2006,84,NULL,NULL,4.3,409,NULL,NULL
tt0023181,"The Man Who Played God",1932,80,NULL,NULL,6.8,1380,NULL,NULL
tt0117912,"Time Under Fire",1997,92,NULL,NULL,3.7,688,NULL,NULL
tt0013386,Merry-Go-Round,1923,110,NULL,NULL,6.6,499,NULL,NULL
tt0060223,"The Hunt",1966,91,NULL,NULL,7.5,2701,0,0
tt0065913,"The Garden of Delights",1970,95,NULL,NULL,6.7,827,NULL,NULL
tt0075983,"Elisa, My Life",1977,125,NULL,NULL,7.3,1083,NULL,NULL
tt0024453,Pilgrimage,1933,96,NULL,NULL,7.2,917,NULL,NULL
tt0097719,Laurin,1989,84,NULL,NULL,6.3,1192,NULL,NULL
tt0047435,"The River and Death",1954,91,NULL,NULL,6.8,1048,NULL,NULL
tt0047925,"This is Called Dawn",1956,102,NULL,NULL,6.8,1019,NULL,NULL
tt0046938,"Drums of Tahiti",1953,73,NULL,NULL,5,141,NULL,NULL
tt1897949,"Koko and the Ghosts",2011,90,NULL,NULL,6.7,719,NULL,NULL
tt1135522,"Fist of the North Star: Legend of Raoh - Chapter of Fierce Fighting",2007,85,NULL,NULL,7.1,596,NULL,NULL
tt0090592,"Adjustment & Work",1986,120,NULL,NULL,7.1,99,NULL,NULL
tt0066812,"Basic Training",1971,80,NULL,NULL,7.3,312,NULL,NULL
tt0068549,Essene,1972,86,NULL,NULL,6.8,256,NULL,NULL
tt0085863,"The Lonely Lady",1983,92,NULL,1,3.2,1397,NULL,NULL
tt0074886,Meat,1976,112,NULL,NULL,7.4,249,NULL,NULL
tt0091570,Multi-Handicapped,1986,126,NULL,NULL,6.8,98,NULL,NULL
tt0130200,"Public Housing",1997,200,NULL,NULL,7.9,332,NULL,NULL
tt0089873,Racetrack,1985,114,NULL,NULL,6.6,122,NULL,NULL
tt1043871,"State Legislature",2007,217,NULL,NULL,7.5,166,NULL,NULL
tt0075803,"Canal Zone",1977,174,NULL,NULL,7.3,119,NULL,NULL
tt0090918,Deaf,1986,164,NULL,NULL,7.4,103,NULL,NULL
tt0305489,"Domestic Violence",2001,196,NULL,NULL,7.9,383,NULL,NULL
tt0067183,"Haré Rama Haré Krishna",1971,149,NULL,NULL,7.1,917,NULL,NULL
tt0109134,Anjaam,1994,170,NULL,NULL,6.6,7911,NULL,NULL
tt1639093,Russendisko,2012,100,NULL,NULL,5.5,1842,NULL,NULL
tt0068983,"My Childhood",1972,46,NULL,NULL,7.3,1530,NULL,NULL
tt2290645,"Design of Death",2012,108,NULL,NULL,6.5,698,NULL,NULL
tt0040767,"The Secret Land",1948,71,NULL,NULL,6.8,484,NULL,NULL
tt0041283,"Daybreak in Udi",1949,47,NULL,NULL,5.2,104,NULL,NULL
tt0047642,"The Vanishing Prairie",1954,71,NULL,1750000,7.1,909,NULL,NULL
tt0052389,"White Wilderness",1958,72,NULL,NULL,5.1,612,NULL,NULL
tt0070135,"The Great American Cowboy",1974,89,NULL,NULL,6.7,141,NULL,NULL
tt0082443,Genocide,1982,90,3000000,NULL,7.4,793,NULL,NULL
tt0088740,"Artie Shaw: Time Is All You've Got",1985,114,NULL,NULL,7,165,NULL,NULL
tt0064235,"The War Devils",1969,99,NULL,NULL,5.1,214,NULL,NULL
tt0076478,"Nurse Sherri",1977,88,NULL,NULL,3.8,963,NULL,NULL
tt0106963,Frauds,1993,90,NULL,NULL,5.9,1240,NULL,NULL
tt0119582,Lovelife,1997,96,NULL,NULL,5.5,504,NULL,NULL
tt1885335,Pelotero,2011,77,NULL,44689,7.3,517,NULL,NULL
tt2321513,"Shikshanachya Aaicha Gho",2010,103,380000,520000,7.1,373,NULL,NULL
tt2171416,"Life's a Jungle: Africa's Most Wanted",2012,101,NULL,NULL,1.6,593,NULL,NULL
tt0076286,"The Hunters",1977,168,NULL,NULL,7.4,1197,NULL,NULL
tt1733114,"Cheesecake Casserole",2012,92,NULL,NULL,6.2,419,3,0
tt0117077,"Monk Dawson",1998,104,NULL,NULL,5.9,191,NULL,NULL
tt0052637,"The Bloody Brood",1959,80,80000,NULL,5.1,517,NULL,NULL
tt0235406,"The Game",1984,84,25000,NULL,3.5,660,NULL,NULL
tt1362058,"Cockneys vs Zombies",2012,88,NULL,NULL,5.9,21246,2,0
tt0074342,"Death Rage",1976,98,NULL,NULL,5.3,1157,NULL,NULL
tt1469273,"Dad's in Heaven with Nixon",2010,86,NULL,NULL,7.6,190,NULL,NULL
tt0053455,"The Wreck of the Mary Deare",1959,105,2596000,NULL,6.7,3233,NULL,NULL
tt0223128,"The Demons of Ludlow",1983,92,NULL,NULL,3.8,1073,NULL,NULL
tt0176650,"Delta Force One: The Lost Patrol",1999,93,NULL,NULL,2.7,565,NULL,NULL
tt0023902,"Godfather Mendoza",1934,85,NULL,NULL,7.6,667,NULL,NULL
tt1854582,"No Vacancy",2012,81,4000000,NULL,4.2,2521,NULL,NULL
tt0029695,"True Confession",1937,85,NULL,NULL,6.6,1880,NULL,NULL
tt0073315,"The Loves and Times of Scaramouche",1976,95,NULL,NULL,4,178,NULL,NULL
tt0068939,"Days of '36",1972,105,NULL,NULL,6.8,1343,NULL,NULL
tt0464762,"Rules of Dating",2005,121,NULL,NULL,6.3,621,NULL,NULL
tt0103917,"Can It Be Love",1992,90,NULL,NULL,4.5,219,NULL,NULL
tt0060512,"Hold On!",1966,85,NULL,NULL,4.6,406,NULL,NULL
tt0059237,"Gonks Go Beat",1964,90,NULL,NULL,4.3,225,NULL,NULL
tt0167438,Talisman,1998,72,NULL,NULL,3.8,481,NULL,NULL
tt0045822,"Give a Girl a Break",1953,82,NULL,NULL,6.3,941,NULL,NULL
tt0983250,"You're Nobody 'til Somebody Kills You",2012,86,NULL,NULL,3,271,NULL,NULL
tt1776222,Kauwboy,2012,81,NULL,NULL,7.1,2544,NULL,NULL
tt0143261,"Friends & Lovers",1999,103,NULL,94633,4.4,1744,NULL,NULL
tt0105078,"Out on a Limb",1992,93,11000000,1700000,5.3,2203,NULL,NULL
tt1975205,"Lost Woods",2012,88,NULL,NULL,2.7,298,NULL,NULL
tt0074714,"Jim, the World's Greatest",1975,94,250000,NULL,5.8,166,NULL,NULL
tt0074739,"Kenny & Company",1976,90,NULL,NULL,7.1,920,NULL,NULL
tt0076801,"Taxi Girl",1977,93,NULL,NULL,5,432,NULL,NULL
tt0056056,"Hands of a Stranger",1962,85,NULL,NULL,5.2,1134,NULL,NULL
tt0070380,Medusa,1973,103,NULL,NULL,2.7,442,NULL,NULL
tt0046421,"They Who Dare",1954,107,NULL,NULL,5.5,890,NULL,NULL
tt2235108,"Dear White People",2014,108,1300000,5403771,6.1,27284,3,0
tt0074249,"Burnt by a Scalding Passion",1976,97,NULL,NULL,5.8,92,NULL,NULL
tt0115865,"Changing Habits",1997,95,1200000,NULL,5.8,393,NULL,NULL
tt1995341,"It's a Disaster",2012,88,NULL,NULL,6.4,12028,3,0
tt0432393,"Flying Boys",2004,119,NULL,NULL,6.2,221,NULL,NULL
tt1650042,"Dead Season",2012,85,NULL,NULL,4.6,3297,NULL,NULL
tt0038206,"Under the Bridges",1946,99,NULL,NULL,7.4,936,NULL,NULL
tt0029949,"Brother Rat",1938,89,NULL,NULL,6.1,578,NULL,NULL
