imdb_id,genre
tt0111590,Drama
tt0111590,Romance
tt0114788,Crime
tt0114788,Thriller
tt0114888,Action
tt0114888,Drama
tt0114888,War
tt0108550,Drama
tt0114857,Action
tt0114857,Crime
tt0114857,Sci-Fi
tt0114924,Comedy
tt0114924,Drama
tt0114924,Romance
tt0111667,Drama
tt0111667,History
tt0111667,War
tt0109655,Drama
tt0109655,Romance
tt0110598,Comedy
tt0110598,Drama
tt0112435,Comedy
tt0112435,Drama
tt0112435,Family
tt0109040,Comedy
tt0109045,Comedy
tt0109045,Music
tt0106339,Biography
tt0106339,Drama
tt0106339,Music
tt0104779,Drama
tt0104779,Romance
tt0104779,Thriller
tt0109348,Comedy
tt0109348,Crime
tt0109444,Action
tt0109444,Crime
tt0109444,Drama
tt0109446,Crime
tt0109446,Drama
tt0109446,Mystery
tt0109484,Comedy
tt0109484,Drama
tt0109484,Romance
tt0109504,Comedy
tt0109504,Drama
tt0109506,Action
tt0109506,Crime
tt0109506,Drama
tt0109450,Biography
tt0109450,Drama
tt0109450,Sport
tt0109813,Comedy
tt0109813,Family
tt0109813,Fantasy
tt0109830,Drama
tt0109830,Romance
tt0109831,Comedy
tt0109831,Drama
tt0109831,Romance
tt0113305,Crime
tt0113305,Drama
tt0113305,Thriller
tt0110091,Comedy
tt0110091,Drama
tt0110091,Romance
tt0110093,Action
tt0110093,Comedy
tt0110093,Romance
tt0110167,Comedy
tt0110167,Drama
tt0110167,Romance
tt0110213,Adventure
tt0110213,Family
tt0110213,Fantasy
tt0107472,Biography
tt0107472,Documentary
tt0107472,History
tt0110357,Adventure
tt0110357,Animation
tt0110357,Drama
tt0107426,Drama
tt0111686,Fantasy
tt0111686,Horror
tt0111686,Mystery
tt0110475,Comedy
tt0110475,Crime
tt0110475,Fantasy
tt0110478,Action
tt0110478,Adventure
tt0110478,Comedy
tt0110588,Biography
tt0110588,Drama
tt0110622,Comedy
tt0110622,Crime
tt0110771,Comedy
tt0110771,Drama
tt0110950,Comedy
tt0110950,Drama
tt0110950,Romance
tt0105226,Crime
tt0105226,Drama
tt0105226,Thriller
tt0110989,Comedy
tt0110989,Family
tt0111054,Drama
tt0110997,Adventure
tt0110997,Crime
tt0110997,Thriller
tt0111257,Action
tt0111257,Adventure
tt0111257,Thriller
tt0111256,Comedy
tt0111256,Romance
tt0111438,Action
tt0111438,Crime
tt0111438,Sci-Fi
tt0111503,Action
tt0111503,Comedy
tt0111503,Thriller
tt0111693,Drama
tt0111693,Romance
tt0111742,Drama
tt0111742,Horror
tt0111742,Romance
tt0111756,Adventure
tt0111756,Biography
tt0111756,Drama
tt0112443,Crime
tt0112443,Drama
tt0112443,Thriller
tt0110455,Comedy
tt0110455,Drama
tt0111048,Comedy
tt0111048,Drama
tt0110399,Action
tt0110399,Comedy
tt0110399,Crime
tt0112570,Drama
tt0109454,Drama
tt0109454,History
tt0109454,Romance
tt0059170,Action
tt0059170,Comedy
tt0110186,Crime
tt0110186,Drama
tt0110186,Romance
tt0108069,Adventure
tt0108069,Animation
tt0108069,Drama
tt0111301,Action
tt0111301,Adventure
tt0111301,Comedy
tt0112702,Action
tt0112702,Comedy
tt0112702,Thriller
tt0112849,Drama
tt0112849,Mystery
tt0112849,Romance
tt0113014,Crime
tt0113014,Drama
tt0113043,Horror
tt0113104,Documentary
tt0113173,Adventure
tt0113173,Crime
tt0113173,Drama
tt0113319,Crime
tt0113319,Drama
tt0113319,Thriller
tt0113827,Action
tt0113827,Thriller
tt0114047,Comedy
tt0112889,Comedy
tt0112889,Crime
tt0112889,Drama
tt0109339,Documentary
tt0110027,Action
tt0110027,Fantasy
tt0110027,Romance
tt0109785,Crime
tt0109785,Drama
tt0113409,Drama
tt0113409,Fantasy
tt0113409,Horror
tt0109021,Biography
tt0109021,Drama
tt0109021,Sport
tt0109035,Crime
tt0109035,Drama
tt0109035,Sport
tt0106220,Comedy
tt0106220,Fantasy
tt0111804,Comedy
tt0111804,Documentary
tt0106226,Drama
tt0106226,Romance
tt0109068,Comedy
tt0109068,Crime
tt0109068,Music
tt0109067,Comedy
tt0109067,Family
tt0109067,Sport
tt0106292,Comedy
tt0106292,Crime
tt0109198,Action
tt0109198,Adventure
tt0109198,Drama
tt0109219,Comedy
tt0109219,Drama
tt0109219,Romance
tt0106379,Comedy
tt0106379,Drama
tt0106400,Comedy
tt0106400,Family
tt0109254,Action
tt0109254,Comedy
tt0109254,Crime
tt0109279,Adventure
tt0109279,Drama
tt0109279,Family
tt0109297,Crime
tt0109297,Drama
tt0109297,Mystery
tt0109303,Action
tt0109303,Crime
tt0109303,Drama
tt0109305,Drama
tt0109305,Sport
tt0109306,Drama
tt0109306,Romance
tt0106452,Horror
tt0106452,Sci-Fi
tt0106471,Drama
tt0106471,Mystery
tt0106471,Romance
tt0106489,Crime
tt0106489,Drama
tt0109361,Adventure
tt0109361,Comedy
tt0109361,Romance
tt0106505,Comedy
tt0106505,Drama
tt0106519,Crime
tt0106519,Drama
tt0106519,Thriller
tt0109439,Comedy
tt0109439,Western
tt0109443,Comedy
tt0109443,Mystery
tt0106582,Action
tt0106582,Adventure
tt0106582,Thriller
tt0106598,Comedy
tt0106598,Sci-Fi
tt0109456,Drama
tt0109456,Mystery
tt0109456,Romance
tt0109480,Comedy
tt0109480,Crime
tt0109480,Thriller
tt0109493,Action
tt0109493,Comedy
tt0109493,Crime
tt0106660,Drama
tt0106673,Comedy
tt0106673,Romance
tt0106677,Comedy
tt0106697,Action
tt0106697,Sci-Fi
tt0106697,Thriller
tt0109729,Adventure
tt0109729,Documentary
tt0109729,Sport
tt0106834,Comedy
tt0106834,Drama
tt0106834,Romance
tt0106873,Comedy
tt0106873,Crime
tt0106873,Thriller
tt0106332,Drama
tt0106332,Music
tt0106332,Romance
tt0109783,Comedy
tt0109783,Romance
tt0106881,Drama
tt0106881,Thriller
tt0106880,Comedy
tt0106880,Music
tt0111732,Comedy
tt0111732,Drama
tt0106926,Drama
tt0106926,Mystery
tt0106926,Romance
tt0111712,Comedy
tt0111712,Crime
tt0111712,Drama
tt0106941,Comedy
tt0106941,Drama
tt0106941,Romance
tt0106918,Crime
tt0106918,Drama
tt0106918,Mystery
tt0106965,Adventure
tt0106965,Drama
tt0106965,Family
tt0109842,Crime
tt0109842,Drama
tt0109842,Thriller
tt0106977,Action
tt0106977,Crime
tt0106977,Drama
tt0107004,Drama
tt0107004,History
tt0107004,Western
tt0109890,Action
tt0109890,Adventure
tt0109890,Crime
tt0109891,Comedy
tt0109891,Crime
tt0109891,Family
tt0109913,Comedy
tt0109913,Drama
tt0109913,Romance
tt0109920,Comedy
tt0107057,Crime
tt0107057,Drama
tt0107057,Thriller
tt0107076,Action
tt0107076,Crime
tt0107076,Thriller
tt0107096,Action
tt0107096,Biography
tt0107096,Drama
tt0107144,Action
tt0107144,Comedy
tt0113674,Comedy
tt0112966,Comedy
tt0112966,Drama
tt0112966,Romance
tt0107151,Drama
tt0107151,Romance
tt0110064,Comedy
tt0110064,Music
tt0110074,Comedy
tt0110074,Drama
tt0110074,Fantasy
tt0110097,Comedy
tt0110097,Drama
tt0110123,Comedy
tt0110123,War
tt0107206,Action
tt0107206,Crime
tt0107206,Drama
tt0107207,Biography
tt0107207,Crime
tt0107207,Drama
tt0110137,Comedy
tt0110137,Drama
tt0110137,Romance
tt0108551,Biography
tt0108551,Drama
tt0108551,Music
tt0110197,Comedy
tt0110197,Crime
tt0110197,Drama
tt0107286,Action
tt0107286,Crime
tt0107286,Drama
tt0107290,Action
tt0107290,Adventure
tt0107290,Sci-Fi
tt0107302,Crime
tt0107302,Drama
tt0107302,Thriller
tt0110265,Crime
tt0110265,Drama
tt0110265,Thriller
tt0107322,Drama
tt0107322,History
tt0110305,Adventure
tt0110305,Family
tt0107362,Action
tt0107362,Adventure
tt0107362,Comedy
tt0107413,Comedy
tt0107413,Family
tt0110353,Comedy
tt0110353,Western
tt0107468,Drama
tt0107468,Romance
tt0107478,Comedy
tt0107497,Crime
tt0107497,Mystery
tt0107497,Thriller
tt0107501,Drama
tt0107507,Comedy
tt0107507,Mystery
tt0107554,Crime
tt0107554,Drama
tt0107554,Thriller
tt0116253,Action
tt0116253,Adventure
tt0116253,Thriller
tt0074102,Drama
tt0074102,Romance
tt0111689,Comedy
tt0111689,Drama
tt0111689,Romance
tt0107616,Comedy
tt0107616,Drama
tt0107616,Romance
tt0107611,Drama
tt0107611,Romance
tt0107613,Comedy
tt0107613,Romance
tt0107614,Comedy
tt0107614,Drama
tt0107614,Family
tt0107653,Comedy
tt0107653,Drama
tt0110657,Action
tt0110657,Drama
tt0110657,Family
tt0110649,Comedy
tt0110649,Drama
tt0110678,Action
tt0110678,Drama
tt0110678,Sci-Fi
tt0110687,Adventure
tt0110687,Comedy
tt0110687,Drama
tt0107756,Biography
tt0107756,Drama
tt0107756,Fantasy
tt0107808,Crime
tt0107808,Drama
tt0107808,Thriller
tt0107818,Drama
tt0107822,Drama
tt0107822,Music
tt0107822,Romance
tt0107840,Drama
tt0107840,Romance
tt0107889,Action
tt0107889,Drama
tt0107889,Romance
tt0111003,Horror
tt0111003,Sci-Fi
tt0111003,Thriller
tt0110939,Comedy
tt0110939,Crime
tt0110939,Drama
tt0110955,Comedy
tt0110955,Crime
tt0110955,Drama
tt0107943,Drama
tt0107943,Romance
tt0110971,Comedy
tt0110971,Drama
tt0107969,Action
tt0107969,Crime
tt0107969,Drama
tt0111001,Comedy
tt0111001,Drama
tt0107978,Action
tt0107978,Crime
tt0107978,Sci-Fi
tt0107977,Adventure
tt0107977,Comedy
tt0107977,Musical
tt0107983,Crime
tt0107983,Drama
tt0107983,Romance
tt0105275,Crime
tt0105275,Drama
tt0105275,Thriller
tt0108000,Drama
tt0108000,Romance
tt0108002,Biography
tt0108002,Drama
tt0108002,Sport
tt0108026,Drama
tt0105032,Biography
tt0105032,Crime
tt0105032,Drama
tt0108052,Biography
tt0108052,Drama
tt0108052,History
tt0111094,Comedy
tt0111094,Drama
tt0111094,Sport
tt0108065,Biography
tt0108065,Drama
tt0108065,Sport
tt0111102,Drama
tt0108071,Drama
tt0108071,Family
tt0108071,Fantasy
tt0111127,Comedy
tt0111127,Crime
tt0111127,Thriller
tt0111143,Action
tt0111143,Adventure
tt0111143,Crime
tt0108101,Biography
tt0108101,Drama
tt0108101,Romance
tt0108122,Comedy
tt0108122,Drama
tt0111194,Comedy
tt0111194,Drama
tt0111201,Comedy
tt0111201,Drama
tt0111201,Romance
tt0108149,Comedy
tt0108149,Drama
tt0108149,Mystery
tt0108160,Comedy
tt0108160,Drama
tt0108160,Romance
tt0108162,Drama
tt0108162,Thriller
tt0083658,Action
tt0083658,Drama
tt0083658,Sci-Fi
tt0108186,Comedy
tt0108186,Drama
tt0108186,Romance
tt0108174,Comedy
tt0108174,Romance
tt0108238,Action
tt0108238,Crime
tt0108238,Mystery
tt0108255,Adventure
tt0108255,Comedy
tt0108255,Family
tt0111323,Action
tt0111323,Adventure
tt0111323,Crime
tt0111400,Action
tt0111400,Mystery
tt0111400,Romance
tt0108328,Biography
tt0108328,Drama
tt0108328,Music
tt0111418,Comedy
tt0111418,Drama
tt0111418,Romance
tt0107688,Adventure
tt0107688,Animation
tt0107688,Family
tt0108333,Action
tt0108333,Adventure
tt0108333,Romance
tt0108358,Biography
tt0108358,Drama
tt0108358,History
tt0111488,Crime
tt0111488,Drama
tt0111488,Thriller
tt0108399,Crime
